<DATE>,<CLOSE>
2011.08.10,13.68
2011.08.11,13.95
2011.08.12,14.03
2011.08.15,14.23
2011.08.16,14.37
2011.08.17,14.87
2011.08.18,14.49
2011.08.19,14.54
2011.08.22,14.48
2011.08.23,14.87
2011.08.24,14.92
2011.08.25,14.84
2011.08.26,14.75
2011.08.29,15.08
2011.08.30,15.19
2011.08.31,15.5
2011.09.01,16.44
2011.09.02,16.02
2011.09.05,15.47
2011.09.06,15.73
2011.09.08,16.08
2011.09.09,15.43
2011.09.12,15.14
2011.09.13,15.07
2011.09.14,15.1
2011.09.15,15.19
2011.09.16,15.43
2011.09.19,15.17
2011.09.20,14.9
2011.09.21,14.56
2011.09.22,14.17
2011.09.23,14.02
2011.09.26,14.18
2011.09.27,14.48
2011.09.28,14.43
2011.09.29,14.6
2011.09.30,14.57
2011.10.03,14.04
2011.10.04,13.82
2011.10.05,13.84
2011.10.06,13.9
2011.10.07,13.49
2011.10.10,14.18
2011.10.11,13.7
2011.10.13,13.81
2011.10.14,13.9
2011.10.17,13.75
2011.10.18,14.08
2011.10.19,14.13
2011.10.20,13.96
2011.10.21,14.25
2011.10.24,14.59
2011.10.25,14.21
2011.10.26,14.46
2011.10.27,15.19
2011.10.28,15.31
2011.10.31,15.19
2011.11.01,15.13
2011.11.03,14.8
2011.11.04,14.84
2011.11.07,14.95
2011.11.08,14.9
2011.11.09,14.5
2011.11.10,14.34
2011.11.11,14.35
2011.11.14,14.84
2011.11.16,14.87
2011.11.17,14.54
2011.11.18,14.31
2011.11.21,14.26
2011.11.22,14.03
2011.11.23,13.68
2011.11.24,13.73
2011.11.25,13.66
2011.11.28,13.92
2011.11.29,13.69
2011.11.30,14.27
2011.12.01,14.87
2011.12.02,14.67
2011.12.05,14.25
2011.12.06,14.39
2011.12.07,14.03
2011.12.08,13.96
2011.12.09,14.27
2011.12.12,13.88
2011.12.13,13.92
2011.12.14,13.74
2011.12.15,13.59
2011.12.16,13.39
2011.12.19,13.26
2011.12.20,13.51
2011.12.21,13.81
2011.12.22,14.22
2011.12.23,14.28
2011.12.26,14.26
2011.12.27,14.35
2011.12.28,14.01
2011.12.29,14.14
2012.01.02,14.5
2012.01.03,14.43
2012.01.04,14.36
2012.01.05,14.21
2012.01.06,13.85
2012.01.09,13.96
2012.01.10,14.26
2012.01.11,14.47
2012.01.12,14.6
2012.01.13,14.74
2012.01.16,14.74
2012.01.17,14.85
2012.01.18,15.37
2012.01.19,15.4
2012.01.20,15.58
2012.01.23,15.58
2012.01.24,15.52
2012.01.26,15.86
2012.01.27,16.14
2012.01.30,16.33
2012.01.31,16.23
2012.02.01,16.4
2012.02.02,16.35
2012.02.03,16.29
2012.02.06,16.2
2012.02.07,16.26
2012.02.08,16.35
2012.02.09,15.99
2012.02.10,15.56
2012.02.13,15.75
2012.02.14,16.39
2012.02.15,16.71
2012.02.16,17.16
2012.02.17,16.71
2012.02.22,16.81
2012.02.23,16.66
2012.02.24,16.42
2012.02.27,16.21
2012.02.28,16.55
2012.02.29,16.6
2012.03.01,16.85
2012.03.02,17.17
2012.03.05,17.2
2012.03.06,16.9
2012.03.07,17.14
2012.03.08,17.18
2012.03.09,17.24
2012.03.12,17.32
2012.03.13,17.77
2012.03.14,17.41
2012.03.15,17.17
2012.03.16,17.33
2012.03.19,17.25
2012.03.20,17.2
2012.03.21,16.9
2012.03.22,16.35
2012.03.23,16.22
2012.03.26,16.63
2012.03.27,16.58
2012.03.28,16.35
2012.03.29,16.0
2012.03.30,15.75
2012.04.02,15.69
2012.04.03,15.61
2012.04.04,14.69
2012.04.05,14.65
2012.04.09,14.62
2012.04.10,14.71
2012.04.11,14.92
2012.04.12,15.28
2012.04.13,14.87
2012.04.16,14.51
2012.04.17,14.19
2012.04.18,14.42
2012.04.19,14.46
2012.04.20,14.63
2012.04.23,14.43
2012.04.24,14.32
2012.04.25,13.98
2012.04.26,14.11
2012.04.27,14.29
2012.04.30,14.31
2012.05.02,13.92
2012.05.03,13.72
2012.05.04,13.75
2012.05.07,13.88
2012.05.08,13.91
2012.05.09,13.57
2012.05.10,13.55
2012.05.11,13.55
2012.05.14,12.97
2012.05.15,12.49
2012.05.16,12.42
2012.05.17,11.81
2012.05.18,12.27
2012.05.21,13.01
2012.05.22,13.04
2012.05.23,12.49
2012.05.24,12.55
2012.05.25,12.66
2012.05.28,12.55
2012.05.29,12.39
2012.05.30,12.13
2012.05.31,12.18
2012.06.01,12.15
2012.06.04,11.74
2012.06.05,11.45
2012.06.06,11.69
2012.06.08,11.7
2012.06.11,11.81
2012.06.12,11.81
2012.06.13,11.78
2012.06.14,11.57
2012.06.15,11.68
2012.06.18,12.14
2012.06.19,12.64
2012.06.20,12.59
2012.06.21,12.48
2012.06.22,12.28
2012.06.25,11.8
2012.06.26,11.52
2012.06.27,11.62
2012.06.28,11.59
2012.06.29,12.07
2012.07.02,12.14
2012.07.03,12.33
2012.07.04,12.33
2012.07.05,12.3
2012.07.06,12.01
2012.07.10,11.67
2012.07.11,11.47
2012.07.12,11.51
2012.07.13,11.62
2012.07.16,11.33
2012.07.17,11.25
2012.07.18,12.03
2012.07.19,12.3
2012.07.20,12.31
2012.07.23,12.08
2012.07.24,12.17
2012.07.25,11.89
2012.07.26,12.72
2012.07.27,13.37
2012.07.30,13.59
2012.07.31,13.47
2012.08.01,13.72
2012.08.02,13.65
2012.08.03,14.29
2012.08.06,14.73
2012.08.07,14.55
2012.08.08,14.76
2012.08.09,14.45
2012.08.10,14.94
2012.08.13,14.48
2012.08.14,13.88
2012.08.15,14.3
2012.08.16,14.55
2012.08.17,14.59
2012.08.20,14.44
2012.08.21,14.4
2012.08.22,14.57
2012.08.23,14.36
2012.08.24,14.3
2012.08.27,14.63
2012.08.28,14.95
2012.08.29,14.7
2012.08.30,14.53
2012.08.31,14.4
2012.09.03,14.6
2012.09.04,14.53
2012.09.05,15.04
2012.09.06,15.42
2012.09.10,15.57
2012.09.11,15.69
2012.09.12,16.03
2012.09.13,16.37
2012.09.14,16.66
2012.09.17,16.56
2012.09.18,16.31
2012.09.19,16.63
2012.09.20,16.78
2012.09.21,16.67
2012.09.24,16.61
2012.09.25,16.09
2012.09.26,16.19
2012.09.27,16.22
2012.09.28,15.59
2012.10.01,15.71
2012.10.02,15.78
2012.10.03,15.61
2012.10.04,15.41
2012.10.05,14.77
2012.10.08,14.33
2012.10.09,14.31
2012.10.10,14.11
2012.10.11,14.53
2012.10.15,14.52
2012.10.16,14.33
2012.10.17,14.48
2012.10.18,14.39
2012.10.19,14.27
2012.10.22,14.27
2012.10.23,13.83
2012.10.24,13.69
2012.10.25,13.95
2012.10.26,13.69
2012.10.29,13.76
2012.10.30,13.77
2012.10.31,13.62
2012.11.01,14.51
2012.11.05,14.11
2012.11.06,14.46
2012.11.07,14.11
2012.11.08,13.48
2012.11.09,13.17
2012.11.12,13.06
2012.11.13,13.32
2012.11.14,13.3
2012.11.16,13.21
2012.11.19,13.23
2012.11.21,13.27
2012.11.22,13.21
2012.11.23,13.58
2012.11.26,13.82
2012.11.27,13.84
2012.11.28,13.84
2012.11.29,14.08
2012.11.30,13.84
2012.12.03,13.94
2012.12.04,13.93
2012.12.05,14.19
2012.12.06,14.13
2012.12.07,14.43
2012.12.10,14.53
2012.12.11,14.53
2012.12.12,14.66
2012.12.13,14.44
2012.12.14,14.33
2012.12.17,14.26
2012.12.18,14.71
2012.12.19,15.49
2012.12.20,16.0
2012.12.21,16.13
2012.12.26,16.0
2012.12.27,16.04
2012.12.28,16.39
2013.01.02,16.52
2013.01.03,16.84
2013.01.04,16.64
2013.01.07,16.74
2013.01.08,16.93
2013.01.09,17.09
2013.01.10,16.84
2013.01.11,16.63
2013.01.14,17.24
2013.01.15,17.09
2013.01.16,17.2
2013.01.17,17.16
2013.01.18,16.77
2013.01.21,16.6
2013.01.22,16.41
2013.01.23,16.32
2013.01.24,16.26
2013.01.28,15.82
2013.01.29,16.02
2013.01.30,15.88
2013.01.31,15.62
2013.02.01,15.56
2013.02.04,15.27
2013.02.05,15.4
2013.02.06,15.32
2013.02.07,15.14
2013.02.08,15.25
2013.02.13,15.27
2013.02.14,15.24
2013.02.15,15.62
2013.02.18,15.42
2013.02.19,15.7
2013.02.20,15.56
2013.02.21,16.19
2013.02.22,16.47
2013.02.25,16.27
2013.02.26,16.25
2013.02.27,16.74
2013.02.28,16.86
2013.03.01,17.17
2013.03.04,17.15
2013.03.05,17.06
2013.03.06,17.24
2013.03.07,17.32
2013.03.08,17.64
2013.03.11,17.57
2013.03.12,17.37
2013.03.13,17.19
2013.03.14,17.26
2013.03.15,17.21
2013.03.18,16.98
2013.03.19,17.23
2013.03.20,17.52
2013.03.21,17.51
2013.03.22,17.38
2013.03.25,17.27
2013.03.26,17.41
2013.03.27,17.57
2013.03.28,17.93
2013.04.01,18.05
2013.04.02,18.06
2013.04.03,17.67
2013.04.04,17.27
2013.04.05,17.36
2013.04.08,17.65
2013.04.09,18.02
2013.04.10,18.41
2013.04.11,18.5
2013.04.12,18.52
2013.04.15,18.19
2013.04.16,18.39
2013.04.17,18.03
2013.04.18,17.53
2013.04.19,17.38
2013.04.22,17.35
2013.04.23,17.49
2013.04.24,17.11
2013.04.25,16.81
2013.04.26,16.46
2013.04.29,16.31
2013.04.30,16.42
2013.05.02,16.3
2013.05.03,16.19
2013.05.06,15.92
2013.05.07,16.6
2013.05.08,16.63
2013.05.09,16.51
2013.05.10,16.61
2013.05.13,16.42
2013.05.14,16.5
2013.05.15,16.12
2013.05.16,16.44
2013.05.17,16.93
2013.05.20,17.36
2013.05.21,17.21
2013.05.22,17.49
2013.05.23,17.47
2013.05.24,17.5
2013.05.27,17.58
2013.05.28,17.57
2013.05.29,16.96
2013.05.31,16.65
2013.06.03,16.74
2013.06.04,16.42
2013.06.05,16.03
2013.06.06,15.97
2013.06.07,15.54
2013.06.10,15.7
2013.06.11,15.31
2013.06.12,14.83
2013.06.13,15.14
2013.06.14,15.22
2013.06.17,15.26
2013.06.18,15.0
2013.06.19,14.53
2013.06.20,14.04
2013.06.21,14.02
2013.06.24,13.99
2013.06.25,14.11
2013.06.26,14.14
2013.06.27,14.29
2013.06.28,14.69
2013.07.01,14.71
2013.07.02,13.88
2013.07.03,13.48
2013.07.04,13.68
2013.07.05,13.57
2013.07.08,13.55
2013.07.10,13.64
2013.07.11,14.04
2013.07.12,13.94
2013.07.15,14.33
2013.07.16,14.74
2013.07.17,14.87
2013.07.18,15.0
2013.07.19,14.8
2013.07.22,15.11
2013.07.23,15.3
2013.07.24,15.18
2013.07.25,15.0
2013.07.26,14.93
2013.07.29,15.06
2013.07.30,15.23
2013.07.31,15.05
2013.08.01,15.37
2013.08.02,15.14
2013.08.05,14.75
2013.08.06,14.22
2013.08.07,14.15
2013.08.08,14.68
2013.08.09,15.0
2013.08.12,15.24
2013.08.13,15.5
2013.08.14,15.58
2013.08.15,15.4
2013.08.16,15.37
2013.08.19,14.95
2013.08.20,14.8
2013.08.21,14.59
2013.08.22,15.09
2013.08.23,15.29
2013.08.26,14.99
2013.08.27,14.99
2013.08.28,15.19
2013.08.29,15.53
2013.08.30,15.81
2013.09.02,15.98
2013.09.03,15.83
2013.09.04,15.96
2013.09.05,16.2
2013.09.06,16.33
2013.09.09,16.66
2013.09.10,16.95
2013.09.11,16.85
2013.09.12,16.57
2013.09.13,16.72
2013.09.16,16.82
2013.09.17,17.09
2013.09.18,17.66
2013.09.19,17.83
2013.09.20,17.76
2013.09.23,18.27
2013.09.24,18.07
2013.09.25,17.94
2013.09.26,17.9
2013.09.27,18.41
2013.09.30,18.01
2013.10.01,18.17
2013.10.02,18.21
2013.10.03,18.22
2013.10.04,18.26
2013.10.07,18.33
2013.10.08,18.13
2013.10.09,18.45
2013.10.10,18.67
2013.10.11,18.59
2013.10.14,18.85
2013.10.15,18.84
2013.10.16,19.26
2013.10.17,19.35
2013.10.18,19.75
2013.10.21,19.57
2013.10.22,19.61
2013.10.23,19.5
2013.10.24,19.74
2013.10.25,19.97
2013.10.28,19.89
2013.10.29,19.96
2013.10.30,20.38
2013.10.31,20.72
2013.11.01,20.69
2013.11.04,20.82
2013.11.05,20.52
2013.11.06,20.01
2013.11.07,19.92
2013.11.08,19.39
2013.11.11,19.57
2013.11.12,18.53
2013.11.13,18.41
2013.11.14,18.72
2013.11.18,18.82
2013.11.19,18.18
2013.11.21,17.81
2013.11.22,17.22
2013.11.25,16.77
2013.11.26,17.29
2013.11.27,17.74
2013.11.28,17.79
2013.11.29,17.97
2013.12.02,17.4
2013.12.03,17.04
2013.12.04,16.7
2013.12.05,17.32
2013.12.06,17.35
2013.12.09,17.44
2013.12.10,17.18
2013.12.11,16.72
2013.12.12,16.85
2013.12.13,17.06
2013.12.16,17.01
2013.12.17,17.03
2013.12.18,17.13
2013.12.19,17.27
2013.12.20,17.34
2013.12.23,17.35
2013.12.26,17.3
2013.12.27,17.18
2013.12.30,17.27
2014.01.02,16.98
2014.01.03,17.11
2014.01.06,16.91
2014.01.07,16.62
2014.01.08,16.28
2014.01.09,15.68
2014.01.10,16.24
2014.01.13,16.06
2014.01.14,16.57
2014.01.15,16.4
2014.01.16,16.28
2014.01.17,15.85
2014.01.20,15.78
2014.01.21,15.85
2014.01.22,15.89
2014.01.23,15.22
2014.01.24,14.98
2014.01.27,15.17
2014.01.28,15.0
2014.01.29,14.33
2014.01.30,14.22
2014.01.31,14.78
2014.02.03,14.24
2014.02.04,14.71
2014.02.05,14.61
2014.02.06,15.29
2014.02.07,15.21
2014.02.10,15.62
2014.02.11,15.46
2014.02.12,15.5
2014.02.13,14.73
2014.02.14,14.59
2014.02.17,14.59
2014.02.18,14.17
2014.02.19,14.0
2014.02.20,14.57
2014.02.21,14.41
2014.02.24,14.05
2014.02.25,14.1
2014.02.26,13.89
2014.02.27,14.46
2014.02.28,14.75
2014.03.05,14.75
2014.03.06,14.43
2014.03.07,14.17
2014.03.10,14.04
2014.03.11,13.92
2014.03.12,13.94
2014.03.13,13.86
2014.03.14,13.65
2014.03.17,13.55
2014.03.18,13.73
2014.03.19,14.36
2014.03.20,15.14
2014.03.21,14.97
2014.03.24,15.06
2014.03.25,15.1
2014.03.26,15.29
2014.03.27,16.3
2014.03.28,16.09
2014.03.31,16.51
2014.04.01,16.5
2014.04.02,17.19
2014.04.03,16.92
2014.04.04,17.07
2014.04.07,18.04
2014.04.08,17.52
2014.04.09,16.96
2014.04.10,16.99
2014.04.11,17.26
2014.04.14,17.0
2014.04.15,16.78
2014.04.16,16.74
2014.04.17,17.46
2014.04.22,17.57
2014.04.23,17.28
2014.04.24,17.15
2014.04.25,16.89
2014.04.28,16.99
2014.04.29,17.31
2014.04.30,16.96
2014.05.02,17.28
2014.05.05,17.62
2014.05.06,17.89
2014.05.07,18.12
2014.05.08,17.34
2014.05.09,17.08
2014.05.12,17.22
2014.05.13,17.32
2014.05.14,17.39
2014.05.15,17.38
2014.05.16,17.42
2014.05.19,17.3
2014.05.20,17.25
2014.05.21,16.0
2014.05.22,16.57
2014.05.23,16.29
2014.05.26,16.32
2014.05.27,16.42
2014.05.28,16.97
2014.05.29,16.87
2014.05.30,16.56
2014.06.02,16.61
2014.06.03,16.83
2014.06.04,16.79
2014.06.05,16.85
2014.06.06,17.74
2014.06.09,18.26
2014.06.10,18.8
2014.06.11,19.2
2014.06.13,19.41
2014.06.16,19.57
2014.06.17,19.25
2014.06.18,19.05
2014.06.20,18.86
2014.06.23,18.71
2014.06.24,18.99
2014.06.25,18.75
2014.06.26,18.64
2014.06.27,18.54
2014.06.30,18.3
2014.07.01,18.36
2014.07.02,18.05
2014.07.03,18.15
2014.07.04,18.12
2014.07.07,18.31
2014.07.08,18.6
2014.07.10,19.34
2014.07.11,19.35
2014.07.14,19.86
2014.07.15,19.99
2014.07.16,20.14
2014.07.17,20.25
2014.07.18,20.79
2014.07.21,21.26
2014.07.22,21.41
2014.07.23,21.58
2014.07.24,21.8
2014.07.25,21.57
2014.07.28,21.43
2014.07.29,21.1
2014.07.30,20.96
2014.07.31,20.41
2014.08.01,20.1
2014.08.04,20.31
2014.08.05,20.51
2014.08.06,20.76
2014.08.07,20.59
2014.08.08,19.99
2014.08.11,20.41
2014.08.12,20.31
2014.08.13,20.36
2014.08.14,21.1
2014.08.15,21.5
2014.08.18,21.52
2014.08.19,22.02
2014.08.20,22.35
2014.08.21,22.42
2014.08.22,22.32
2014.08.25,23.06
2014.08.26,23.2
2014.08.27,24.29
2014.08.28,24.55
2014.08.29,25.83
2014.09.01,26.16
2014.09.02,27.65
2014.09.03,27.24
2014.09.04,25.67
2014.09.05,25.25
2014.09.08,23.98
2014.09.09,23.88
2014.09.10,23.51
2014.09.11,23.67
2014.09.12,23.06
2014.09.15,23.69
2014.09.16,24.73
2014.09.17,24.73
2014.09.18,24.34
2014.09.19,23.89
2014.09.22,22.76
2014.09.23,22.45
2014.09.24,22.35
2014.09.25,21.54
2014.09.26,22.22
2014.09.29,20.32
2014.09.30,18.85
2014.10.01,19.14
2014.10.02,18.96
2014.10.03,19.38
2014.10.06,21.68
2014.10.07,22.53
2014.10.08,22.67
2014.10.09,23.54
2014.10.10,22.5
2014.10.13,24.94
2014.10.14,24.79
2014.10.15,23.84
2014.10.16,23.21
2014.10.17,23.83
2014.10.20,22.45
2014.10.21,20.93
2014.10.22,20.45
2014.10.23,18.59
2014.10.24,19.18
2014.10.27,18.18
2014.10.28,19.48
2014.10.29,18.97
2014.10.30,20.3
2014.10.31,20.66
2014.11.03,20.39
2014.11.04,21.42
2014.11.05,19.72
2014.11.06,18.88
2014.11.07,19.36
2014.11.10,18.62
2014.11.11,18.36
2014.11.12,18.85
2014.11.13,18.56
2014.11.14,18.28
2014.11.17,18.73
2014.11.18,19.41
2014.11.19,20.56
2014.11.21,22.27
2014.11.24,21.5
2014.11.25,21.81
2014.11.26,21.54
2014.11.27,21.76
2014.11.28,22.14
2014.12.01,20.67
2014.12.02,20.03
2014.12.03,20.16
2014.12.04,19.89
2014.12.05,20.33
2014.12.08,19.27
2014.12.09,18.79
2014.12.10,17.87
2014.12.11,18.63
2014.12.12,17.55
2014.12.15,16.71
2014.12.16,16.24
2014.12.17,17.51
2014.12.18,17.6
2014.12.19,18.4
2014.12.22,18.56
2014.12.23,18.5
2014.12.26,18.55
2014.12.29,18.36
2014.12.30,17.96
2015.01.02,17.11
2015.01.05,16.76
2015.01.06,16.99
2015.01.07,17.74
2015.01.08,17.8
2015.01.09,17.03
2015.01.12,16.74
2015.01.13,16.64
2015.01.14,16.76
2015.01.15,16.65
2015.01.16,16.85
2015.01.19,16.77
2015.01.20,16.7
2015.01.21,17.12
2015.01.22,17.26
2015.01.23,17.22
2015.01.26,17.02
2015.01.27,17.38
2015.01.28,16.63
2015.01.29,16.28
2015.01.30,15.61
2015.02.02,15.26
2015.02.03,15.75
2015.02.04,16.85
2015.02.05,17.22
2015.02.06,16.55
2015.02.09,16.97
2015.02.10,16.4
2015.02.11,16.58
2015.02.12,17.46
2015.02.13,18.59
2015.02.18,18.1
2015.02.19,18.4
2015.02.20,18.19
2015.02.23,18.12
2015.02.24,17.94
2015.02.25,17.57
2015.02.26,17.46
2015.02.27,18.0
2015.03.02,17.96
2015.03.03,17.93
2015.03.04,17.03
2015.03.05,17.1
2015.03.06,16.69
2015.03.09,16.04
2015.03.10,16.14
2015.03.11,16.4
2015.03.12,16.62
2015.03.13,16.21
2015.03.16,16.21
2015.03.17,17.03
2015.03.18,18.24
2015.03.19,17.43
2015.03.20,18.16
2015.03.23,18.18
2015.03.24,18.1
2015.03.25,17.69
2015.03.26,17.0
2015.03.27,17.05
2015.03.30,17.56
2015.03.31,17.63
2015.04.01,18.29
2015.04.02,18.93
2015.04.06,19.6
2015.04.07,18.99
2015.04.08,18.73
2015.04.09,18.05
2015.04.10,18.7
2015.04.13,18.66
2015.04.14,18.52
